"oeid","blog","name","desc","date"
"12023","http://glossae.hypotheses.org/","Glossae","Middeleeuwse juridische glossen in beeld","2013-03-21"
"12016","http://jeunegen.hypotheses.org/","La jeune génération des médiévistes français invitée à Münster","Junge französische Mediävisten zu Gast in Münster","2013-03-21"
"12012","http://medienbildung.hypotheses.org/","Soziale Medienbildung","Medienbildungsblog an der Hochschule Fulda","2013-03-21"
"12021","http://mittelalter.hypotheses.org/","Mittelalter","Interdisziplinäre Forschung und Rezeptionsgeschichte","2013-03-21"
"12010","http://revolution1989.hypotheses.org/","„Wir sind das Volk!“","Die Botschaft der friedlichen Revolution 1989 im Web 2.0","2013-03-21"
"11959","http://crheh.hypotheses.org/","CRHEH","Carnet du réseau historiographie et épistémologie de l'histoire","2013-03-01"
"11951","http://makehack.hypotheses.org/","Makehackfab","Carnet de thèse : les fabLabs, hackerspaces ou makerspaces, lieux d'autoproduction organisés en réseaux","2013-02-27"
"11928","http://americae.hypotheses.org/","Americae","The European Journal of Americanist Archaeology","2013-02-18"
"11931","http://americaees.hypotheses.org/","Americae Es","Revista Europea de Arqueología Americanista","2013-02-18"
"11933","http://archives-fr.hypotheses.org/","Archivum Rhenanum","Archives numérisées du Rhin supérieur","2013-02-18"
"11923","http://ahmuf.hypotheses.org/","AHMUF","Association des historiens modernistes des universités françaises","2013-02-14"
"11920","http://bai.hypotheses.org/","Bibliothèques populaires","Interrogation sur l'histoire des bibliothèques et de la lecture populaires","2013-02-14"
"11916","http://chiasm.hypotheses.org/","Anthropologie et santé mondiale","Regards croisés des sciences humaines et biomédicales sur les enjeux de la santé mondiale","2013-02-13"
"11905","http://indecise.hypotheses.org/","L'Indécise","Sciences indiennes et anthropologie des savoirs - un détour par la physique moderne","2013-02-13"
"11912","http://radiography.hypotheses.org/","Radiography","Carnet du Groupe de recherches et d’études sur la radio (GRER)","2013-02-13"
"11908","http://translating.hypotheses.org/","Translating Cultures","Theme Leadership Fellow's Blog","2013-02-13"
"11900","http://char.hypotheses.org/","Centre d’histoire de l’art de la Renaissance","Information sur les expositions, les publications, les manifestations et l’actualité de l’histoire de l’art de la Renaissance","2013-02-12"
"11894","http://ccj.hypotheses.org/","Chine, Corée, Japon","Carnets de l'UMR 8173","2013-02-05"
"11891","http://fonctdict.hypotheses.org/","Fonctionnaires dans l'Europe des dictatures","Autour des rencontres EHESS - Conseil d’État, Paris, 14-16 février 2013","2013-02-04"
"11887","http://urgence.hypotheses.org/","États d'urgence","Acteurs, dilemmes et enjeux de la gestion de crise internationale","2013-02-04"
"11882","http://folieecran.hypotheses.org/","La folie à l'écran","Histoire, réceptions et mobilisations","2013-02-01"
"11878","http://biospraktikos.hypotheses.org/","Comment vivre au quotidien ?","Quelle éthique pratique pour les philosophies et religions de l'Antiquité Tardive","2013-02-01"
"11884","http://himalco.hypotheses.org/","Himalco - Himalayan Corpora","Himalco - Parallel corpora in languages of the Greater Himalayas","2013-02-01"
"11856","http://achtundvierzig.hypotheses.org/","Achtundvierzig","Blog zur Edition der Akten der Provisorischen Zentralgewalt für Deutschland in der Revolution 1848/49","2013-01-31"
"11875","http://anglesdroit.hypotheses.org/","Angles droit","actualités scientifiques du droit et de la science politique de l'Université de Bordeaux","2013-01-31"
"11871","http://chaat.hypotheses.org/","CHAAT","Cahiers d'histoire ancienne et d'archéologie de Toulouse","2013-01-31"
"11862","http://oib.hypotheses.org/","Mish ma32ool","The OIBlog from Cairo and Beirut","2013-01-31"
"11866","http://ueberlebenhh.hypotheses.org/","Überleben im II. Weltkrieg","Hamburg 1939-1945","2013-01-31"
"11627","http://ajei.hypotheses.org/","AJEI","Association jeunes études indiennes","2013-01-21"
"11848","http://geobuis.hypotheses.org/","Géographies buissonnières","Pratiques et représentations de l'espace","2013-01-21"
"11844","http://19jhdhip.hypotheses.org/","Das 19. Jahrhundert in Perspektive","Geschichtswissenschaftliche Forschungen aus Deutschland und Frankreich","2013-01-17"
"11831","http://archives.hypotheses.org/","Archivum Rhenanum – Digitale Archive am Oberrhein","Grenzüberschreitendes Netzwerk digitaler Geschichtsquellen","2013-01-17"
"11835","http://dkblog.hypotheses.org/","dk-blog","Das Blog zum Dreißigjährigen Krieg","2013-01-17"
"11838","http://mindthegaps.hypotheses.org/","Mind the gap(s)","Europa blickt nach China | European Views of China","2013-01-17"
"11841","http://wenhua.hypotheses.org/","De rebus sinicis","Kulturgeschichte Chinas","2013-01-17"
"11790","http://enfance.hypotheses.org/","Anthropologie de l'enfance","Childhoods Studies","2013-01-11"
"11797","http://halqa.hypotheses.org/","Halqa","Association des doctorants en histoire moderne et contemporaine du Maghreb et du Moyen-Orient","2013-01-11"
"11777","http://discdoct.hypotheses.org/","Discours et doctorat","Carnet du séminaire doctoral en analyse du discours de SPC","2012-12-21"
"11774","http://romane.hypotheses.org/","""Ou grant livraire""","Carnet de recherche de la section Romane de l'Institut de recherche et d'histoire des textes","2012-12-18"
"11750","http://histgeo.hypotheses.org/","L'histoire et la géographie","Pour un enseignement vivant de l'histoire-géographie au collège","2012-12-04"
"11744","http://ver.hypotheses.org/","Voix et relation","Une poétique anthropologique avec la littérature contemporaine de langue française","2012-12-03"
"11730","http://annotatio.hypotheses.org/","annot@tio","Sprachgeschichte und Digital Humanities","2012-11-29"
"11734","http://archdigi.hypotheses.org/","archäologiedigitale","Innovative Forschungen in der Archäologie","2012-11-29"
"11728","http://gid.hypotheses.org/","Geisteswissenschaft im Dialog","","2012-11-29"
"11739","http://teteschercheuses.hypotheses.org/","Le blog des Têtes Chercheuses","La vitrine numérique du travail des Têtes Chercheuses","2012-11-29"
"11718","http://eproto.hypotheses.org/","EPROTO","Protocol Error","2012-11-28"
"11725","http://habiter.hypotheses.org/","L'habiter environnemental","Une nouvelle approche de et pour l'aménagement durable","2012-11-28"
"11723","http://olimetnunc.hypotheses.org/","Olim et nunc","Histoire et sérendipité. Réflexions, actualités, trouvailles.","2012-11-28"
"11710","http://jelinek.hypotheses.org/","Autour de Jelinek","Regards croisés sur une artiste autrichienne","2012-11-26"
"11707","http://mediatec.hypotheses.org/","Médiathèque & Méditerranée","La Méditerranée des documentalistes (médiathèque de la MMSH)","2012-11-26"
"11702","http://saintempire.hypotheses.org/","Histoire du Saint-Empire","Regards croisés franco-allemands","2012-11-21"
"11682","http://clasicos.hypotheses.org/","Reinventar la Antigüedad","Historia cultural de los estudios clásicos en España (1713-1939)","2012-11-07"
"11677","http://fanfictions.hypotheses.org/","Wakfu et les fanfictions","Étude sur les fanfictions tirées de l'univers transmédia de Wakfu","2012-11-07"
"11669","http://recherche.hypotheses.org/","Penser la recherche","Collectivement, et par l'interdisciplinarité","2012-11-07"
"11675","http://refema.hypotheses.org/","REFEMA","Programme de recherche franco-japonais en histoire consacré au Rôle économique des femmes en Mésopotamie ancienne (REFEMA, programme CHORUS, soutenu par l'ANR)","2012-11-07"
"11671","http://syspoe.hypotheses.org/","Systèmes policiers","Histoire des systèmes policiers en Europe","2012-11-07"
"11613","http://acv.hypotheses.org/","À claire voie","Bulletin de veille","2012-11-06"
"11620","http://archeorient.hypotheses.org/","ArchéOrient, le blog","Environnements et sociétés de l'Orient ancien","2012-11-06"
"11615","http://artindus.hypotheses.org/","Entre art et industrie","Actualités de la recherche","2012-11-06"
"11635","http://demusica.hypotheses.org/","De Musica","Carnet de recherches musicologiques","2012-11-06"
"11641","http://cineoeil.hypotheses.org/","Le ciné-œil numérique","Carnet de recherche-création sur le cinéma et les nouveaux médias","2012-11-06"
"11656","http://dgl.hypotheses.org/","Digitales Geschichtslernen","SeminarBlog Geschichtsdidaktik | Wintersemester 2012/13 | Kooperation der Universität des Saarlandes und der Universität zu Köln","2012-11-06"
"11661","http://enpaysage.hypotheses.org/","Paysage - Énergie - Montagne","Ressources paysagères et ressources énergétiques dans les montagnes sud-européennes. Histoire, comparaison, expérimentation","2012-11-06"
"11630","http://lagoradugotha.hypotheses.org/","De l'agora au gotha","Actualités contemporaines de la Grèce antique","2012-11-06"
"11666","http://philologeek.hypotheses.org/","Philologeek","Veille sur la philologie numérique franco-allemande","2012-11-06"
"11658","http://minuseinsebene.hypotheses.org/","MinusEinsEbene","Ein mittelalterarchäologischer Doktorandenblog","2012-11-06"
"11645","http://nativita.hypotheses.org/","La Nativité italienne","Une histoire d'adoration","2012-11-06"
"11649","http://peb.hypotheses.org/","Le prince et le bureaucrate","Les diplômés des universités et la construction de l'État moderne en Lorraine ducale aux XVIème et XVIIème siècles","2012-11-06"
"11633","http://socio.hypotheses.org/","Carnet de la revue Socio","Socio, revue des Éditions de la Maison des sciences de l'Homme","2012-11-06"
"11624","http://umrausser.hypotheses.org/","Blog de veille UMR AUSser","Architecture urbanistique société : savoirs, enseignement, recherche","2012-11-06"
"11664","http://wieviorka.hypotheses.org/","Michel Wieviorka","Carnet de recherche","2012-11-06"
"11589","http://clioscopia.hypotheses.org/","Clioscopia","A través del periscopio del Clionauta","2012-10-16"
"11593","http://epigraphia.hypotheses.org/","E-pigraphia","Epigrafía en Internet","2012-10-16"
"11597","http://vellocinodeoro.hypotheses.org/","El vellocino de oro","Blog de contenido sobre cultura griega y romana.","2012-10-16"
"11544","http://advertisinghistory.hypotheses.org/","Advertising History","Approche historique de la publicité en Chine et ailleurs","2012-10-15"
"11585","http://artincrisis.hypotheses.org/","ART[in]CRISIS","","2012-10-15"
"11548","http://data.hypotheses.org/","Data Sciences Sociales","","2012-10-15"
"11549","http://execo.hypotheses.org/","EXeCO","Expérience et Connaissance","2012-10-15"
"11546","http://historienslyon.hypotheses.org/","Blog des Historiens de l'ENSL","Le Carnet de route polyphonique des Historiens de l'ENS de Lyon","2012-10-15"
"11553","http://nmr.hypotheses.org/","Énième ère","Carnet de recherche sur les nouveaux mouvements religieux","2012-10-15"
"11557","http://pg.hypotheses.org/","PlaGéo-Université de Maroua","Géographie, environnement et développement au Nord Cameroun","2012-10-15"
"11582","http://metablog.hypotheses.org/","Metablog","Analyse du discours numérque - Blogging scientifique et carnets de recherche en SHS","2012-10-15"
"11564","http://prosopographie.hypotheses.org/","Prosopographie","","2012-10-15"
"11566","http://rt18.hypotheses.org/","Relations professionnelles","Le blog du RT18 de l'AFS","2012-10-15"
"11578","http://textyles.hypotheses.org/","Textyles","Le blog de la revue des lettres belges de langue française","2012-10-15"
"11579","http://tsh.hypotheses.org/","Tianjin Spatial History","Questioning the expansion of settlements in China through the case of Tianjin French concession thwarted project in Laoxikai district","2012-10-15"
"11543","http://urbachina.hypotheses.org/","UrbaChina","Sustainable urbanisation in China","2012-10-12"
"11478","http://ambrosius.hypotheses.org/","La mémoire des Pères","Usages du souvenir patristique dans l'Italie médiévale","2012-10-01"
"11453","http://archinfo41.hypotheses.org/","Introduction aux humanités numériques","UE INF4_1","2012-10-01"
"11450","http://archinfo02.hypotheses.org/","Organisation des ressources","INF-02","2012-10-01"
"11455","http://arlap.hypotheses.org/","Art, langage, apprentissage","lire et écrire pour le mémoire de master","2012-10-01"
"11465","http://bakou.hypotheses.org/","Coups bas à Bakou","Recherches sur la société azerbaïdjanaise d'aujourd'hui","2012-10-01"
"11463","http://cogito.hypotheses.org/","Cogiter la vulnérabilité","Psychiatrie, Philosophie, Arts,  Sciences sociales : regards croisés","2012-10-01"
"11494","http://ebook.hypotheses.org/","Séminaire E-book","E-book : usages et pratiques d'écran","2012-10-01"
"11468","http://ecobabylone.hypotheses.org/","Ecobabylone","Actualité des recherches en histoire économique de la Mésopotamie","2012-10-01"
"11437","http://einsa.hypotheses.org/","ANR EInSA","L'État et les institutions face à la sorcellerie dans l'Afrique contemporaine","2012-10-01"
"11445","http://ethiquedroit.hypotheses.org/","À propos d'éthique et de droit","Diffuser les données numérique de la recherche en sciences humaines et sociales : vers un guide de bonnes pratiques","2012-10-01"
"11507","http://gab.hypotheses.org/","Geisteswissenschaft als Beruf","Ein Blog der Max-Weber-Stiftung über Karriere, Förderung und Internationalität","2012-10-01"
"11511","http://gra.hypotheses.org/","Gerhard Richter Archiv","Vom Sammeln und Forschen in einem Künstlerarchiv","2012-10-01"
"11472","http://histoiredesexpos.hypotheses.org/","Histoire des expositions","Catalogue raisonné des expositions du Centre Pompidou","2012-10-01"
"11486","http://indomemoires.hypotheses.org/","Mémoires d'Indochine","La décolonisation et la guerre vécues par les populations du Viêt Nam, du Laos et du Cambodge","2012-10-01"
"11440","http://jeux.hypotheses.org/","Anthropologie du jeu","Les jeux : de l'ethnographie à l'histoire des idées","2012-10-01"
"11476","http://littecol.hypotheses.org/","La littérature à l'école","Fables et voix, livres et  lecteurs","2012-10-01"
"11460","http://mae.hypotheses.org/","Carnets de la MAE","Les actualités de la Maison Archéologie & Ethnologie, René-Ginouvès","2012-10-01"
"11514","http://ordensgeschichte.hypotheses.org/","Ordensgeschichte","Ein interdisziplinäres Gemeinschaftsblog zur Geschichte von Klöstern und Orden","2012-10-01"
"11503","http://recipes.hypotheses.org/","The Recipes Project","Food, Magic, Science, and Medicine","2012-10-01"
"11442","http://russeurope.hypotheses.org/","RussEurope","Carnet de Jacques Sapir sur la Russie et l'Europe","2012-10-01"
"11489","http://scprennes.hypotheses.org/","Regards sur le droit public","Carnet du séminaire carrières publiques de l'IEP de Rennes","2012-10-01"
"11498","http://taludam.hypotheses.org/","TALUdAM","Traitement Automatique des Langues à l'Université d'Aix-Marseille","2012-10-01"
"11482","http://tle.hypotheses.org/","Le travail du lien éducatif","Approche clinique des liens éducatifs intersubjectifs, institutionnels et sociaux.","2012-10-01"
"11359","http://histoireeniep.hypotheses.org/","L'histoire en IEP","","2012-09-10"
"11351","http://archinfo.hypotheses.org/","Architecture de l'Information","Portail des ressources pédagogiques du master en Architecture de l'Information de l'ENS de Lyon","2012-09-07"
"11342","http://archinfo01.hypotheses.org/","Introduction à l'architecture","INF-01","2012-09-07"
"11354","http://consciences.hypotheses.org/","Acquis de conscience","Histoire(s) de direction spirituelle au XIXe siècle","2012-09-07"
"11345","http://esp.hypotheses.org/","Elites - Savoirs - Postures","Carnet de recherche de B. Niane","2012-09-07"
"11338","http://iremam.hypotheses.org/","Les carnets de l'IREMAM","","2012-09-07"
"11340","http://sawerc.hypotheses.org/","SAW ERC Project","Mathematical Sciences in the Ancient World","2012-09-07"
"11325","http://aoseine.hypotheses.org/","Ao-Seine","Le blog recherche de Bertrand Lefebvre","2012-08-24"
"11317","http://astrologiefnz.hypotheses.org/","Astrologie der Frühen Neuzeit","","2012-08-24"
"11313","http://dissidences.hypotheses.org/","Dissidences : le blog","Actualités et lectures","2012-08-24"
"11321","http://dss.hypotheses.org/","Dresden Summer School 2012","Von der Vitrine zum Web 2.0 - Museen, Bibliotheken und Archive im Digitalen Zeitalter","2012-08-24"
"11307","http://ecetc.hypotheses.org/","Enseignante, chercheuse, etc.","Des cours, de la recherche et plus encore","2012-08-24"
"11298","http://eem.hypotheses.org/","L'encens et la myrrhe","Recherches archéologiques en péninsule Arabique","2012-08-24"
"11302","http://fabricamig.hypotheses.org/","La fabrique des migrations","La fabrique des migrations et des savoirs associés : mobilités, espaces productifs et générations","2012-08-24"
"11295","http://expertisehcb.hypotheses.org/","L'expertise au sein du HCB","","2012-08-24"
"11310","http://heloise.hypotheses.org/","Heloise","European Workshop on academic Database","2012-08-24"
"11280","http://interferences.hypotheses.org/","S&T en interférences","Sciences et techniques en interférences : circulation et transmission des savoirs","2012-08-24"
"11292","http://licencesh.hypotheses.org/","Licence sciences et humanités","Le carnet de la licence transdisciplinaire d’Aix-Marseille","2012-08-24"
"11288","http://lido.hypotheses.org/","LIDO","« Des lieux, des œuvres : représentations cartographiques, littéraires et iconographiques des lieux et territoires, méthodologie pour la construction de corpus »","2012-08-24"
"11286","http://mag.hypotheses.org/","MAG","Modélisation Agent en Géographie","2012-08-24"
"11282","http://politiqueconflits.hypotheses.org/","Politique et Conflits","Master d'histoire. Études du politique et des conflits","2012-08-24"
"11272","http://problemata.hypotheses.org/","Séries de problèmes","Un genre au croisement des cultures","2012-08-24"
"11276","http://sigma.hypotheses.org/","Sigma - L'archive vivante","Un festival pour les avant-gardes des années 60’ et 70’, un fonds d’archives à explorer et compléter.","2012-08-24"
"11270","http://technodiscours.hypotheses.org/","Technologies discursives","Ce carnet a pour but d’accompagner la rédaction d'un ouvrage numérique en sciences du langage sur les formes du discours produit en ligne.","2012-08-24"
"11227","http://ahcesr.hypotheses.org/","Historiens contemporanéistes","Carnet de l'Association des historiens contemporanéistes de l'enseignement supérieur et de la recherche","2012-07-25"
"11217","http://amomba.hypotheses.org/","Vivre, survivre ? en Guyane au 18e siècle","","2012-07-25"
"11239","http://bvh.hypotheses.org/","Les bibliothèques virtuelles humanistes","Programme de recherche sur les textes numériques du Centre d'Etudes Supérieures de la Renaissance","2012-07-25"
"11236","http://erama.hypotheses.org/","ERAMA","Labo junior : Expressions et Représentations de l'Autorité dans les Mondes Anciens (ENS de Lyon)","2012-07-25"
"11247","http://esteticamodal.hypotheses.org/","Estetica modal","Estudios de pensamiento modal aplicados a la estética","2012-07-25"
"11243","http://frobeniusforster.hypotheses.org/","Frobenius Forster","Netzwerke gelehrter Mönche. St. Emmeram im Zeitalter der Aufklärung","2012-07-25"
"11232","http://grammaticalia.hypotheses.org/","Grammaticalia","Grammatica et alia","2012-07-25"
"11255","http://historischdenken.hypotheses.org/","Historisch denken | Geschichte machen","Anmerkungen zu Geschichte | Vergangenheit | Geschichtsunterricht | Geschichtsdidaktik Blog von Christoph Pallaske | @pallaske | @segu_geschichte","2012-07-25"
"11224","http://kaser.hypotheses.org/","KaserWeb","Carnet de recherche de Pierre Kaser","2012-07-25"
"11219","http://kultpoltur.hypotheses.org/","Kultpoltur","Politiques culturelles. Turquie, pays méditerranéens","2012-07-25"
"11229","http://paysanneries.hypotheses.org/","Groupe Petites Paysanneries","Espace d’interaction scientifique intergénérationnel Nord-Sud","2012-07-25"
"11212","http://reseaumap.hypotheses.org/","Métropoles d'Asie Pacifique","Réseau d'architecture et urbanisme comparés","2012-07-25"
"11250","http://sisyphe.hypotheses.org/","Sisyphe","Carnet des jeunes chercheurs en Histoire moderne et contemporaine, CEMMC, Université Michel de Montaigne Bordeaux III","2012-07-25"
"11210","http://baguala.hypotheses.org/","Projet Baguala","Usages des  Bases de données Géoenvironnementales   d'Utilisation et d'Accès Libre en Amérique du sud et France","2012-07-24"
"11186","http://dragonfly.hypotheses.org/","The Dragonfly's Gaze","Computational approaches to literary text analysis","2012-07-24"
"11181","http://francoisjullien.hypotheses.org/","François Jullien","","2012-07-24"
"11204","http://resap.hypotheses.org/","RESAP","Livre blanc des recherches sur l'Asie et le Pacifique","2012-07-24"
"11199","http://sfeve.hypotheses.org/","S.F.E.V.E","Société Française des Etudes Victoriennes et Edouardiennes","2012-07-24"
"11195","http://slkdiaspo.hypotheses.org/","Sri Lanka & diasporas","Observatoire pluridisciplinaire","2012-07-24"
"11190","http://systop.hypotheses.org/","Systèmes toponymiques","Toponymie égyptienne de l’Antiquité à la fin du Moyen-Âge","2012-07-24"
"11183","http://telemmig.hypotheses.org/","Telemme-Migrations","Migrations, circulations et territoires en Méditerranée XIXe-XXIe siècle","2012-07-24"
"11162","http://mmoprojet.hypotheses.org/","MMO Projet","De la matière métallique à l'objet : production, typo-chronologie et commerce (IXe - XVIe siècle)","2012-07-11"
"11153","http://aretio.hypotheses.org/","Contextos universitarios mediados","Blog de García Aretio sobre educación universitaria en contextos no presenciales","2012-07-05"
"11135","http://artsdelacoree.hypotheses.org/","Arts de la Corée","Une histoire des arts visuels et matériels","2012-07-05"
"11142","http://capaz.hypotheses.org/","Capaz_Norte La Paz","Capacidades, resiliencias y repuestas al cambio de los actores sociales en la última frontera de La Paz","2012-07-05"
"11151","http://catholiccultures.hypotheses.org/","Altgläubige in der Reformation","Die Entstehung 'katholischer' Zugehörigkeiten im Alten Reich und Frankreich (1517-1540)","2012-07-05"
"11121","http://histoiredemode.hypotheses.org/","Histoire de Mode","Carnet de séminaire","2012-07-05"
"11132","http://irnwc.hypotheses.org/","IRNWC - International Research Network for War Commemoration","Réseau International de Recherche sur la Commémoration des Guerres","2012-07-05"
"11140","http://prefixesmom.hypotheses.org/","Préfixes","Carnet de la bibliothèque de la Maison de l'Orient et de la Méditerranée","2012-07-05"
"11118","http://mediacorpus.hypotheses.org/","media.corpus","corpus médiatiques, journalisme et sciences sociales","2012-07-05"
"11146","http://rkb.hypotheses.org/","(Retro)Digitalisate - Kommentarkultur - Big Data","Zum Stand des Digitalen in den Geisteswissenschaften","2012-07-05"
"11126","http://stmartinmoissac.hypotheses.org/","Église St-Martin à Moissac","Recherches archéologiques autour de l'église Saint-Martin à Moissac","2012-07-05"
"11106","http://hsc.hypotheses.org/","Historical Source Criticism","Historische Quellenkritik im Digitalen Zeitalter","2012-06-25"
"11101","http://lvrafz.hypotheses.org/","Rheinischer Archivtag","Digital und analog. Die beiden Archivwelten.","2012-06-25"
"11090","http://alecsic.hypotheses.org/","Le Carnet d'ALEC-SIC","","2012-06-22"
"11068","http://chapitres.hypotheses.org/","Chapitres","Pratique et poétique du chapitre aux XIXe et XXe siècles","2012-06-22"
"11087","http://materdolorosa.hypotheses.org/","Mater dolorosa","Recherches discursives sur l'absence et le deuil d'enfant","2012-06-22"
"11080","http://nle.hypotheses.org/","Non-lieux de l'Exil","Non-places of Exile","2012-06-22"
"11075","http://nordichistoryblog.hypotheses.org/","NordicHistoryBlog","Nordeuropäische Geschichte im Netz","2012-06-22"
"11093","http://oin.hypotheses.org/","Œuvre | Imaginaire | Numérique","","2012-06-22"
"11060","http://priverel.hypotheses.org/","PRIVEREL","Espaces privés religieux : individus, expériences ordinaires et dynamiques religieuses en Afrique de l’Ouest","2012-06-22"
"11084","http://migrinter.hypotheses.org/","La recherche à Migrinter","Actualité et chroniques","2012-06-22"
"11096","http://pophistory.hypotheses.org/","PopHistory","Blog des Arbeitskreises für Popgeschichte","2012-06-22"
"11064","http://reppaval.hypotheses.org/","REPPAVAL","Représentations des paysages et de la nature dans les petites vallées de l'Ouest de la France face aux projets de restauration écologique","2012-06-22"
"11071","http://tablesdetravail.hypotheses.org/","Tables de travail","Séminaire de recherche sur la conservation-restauration","2012-06-22"
"10445","http://wonderland.hypotheses.org/","Found in Wonderland","Un carnet de recherches sur les traductions françaises d’Alice in Wonderland","2012-06-22"
"11005","http://cdevoyage.hypotheses.org/","Carnet de voyage - reportage","Intermédialité, interculturalité, médiation, patrimoine","2012-06-08"
"11010","http://eepb.hypotheses.org/","Le Réseau de l'EEPB","Ecole Européenne de Protohistoire de Bibracte","2012-06-08"
"11018","http://envit.hypotheses.org/","ENVIT","Énergie, villes et territoires","2012-06-08"
"11032","http://holocaustwebsites.hypotheses.org/","holocaustwebsites","Forschungsblog","2012-06-08"
"11023","http://identification.hypotheses.org/","Iguales y diferentes","Investigación, análisis y comentarios en torno a las diferencias sociales","2012-06-08"
"10991","http://lageduvirtuel.hypotheses.org/","L'âge du Virtuel","Carnet de recherche de Jessica de Bideran","2012-06-08"
"11027","http://losreinosdelasindias.hypotheses.org/","Los Reinos de las Indias","en el Nuevo Mundo","2012-06-08"
"11003","http://noetomalalie.hypotheses.org/","La Noétomalalie Historique","Histoire, Langue des Signes et Sourds","2012-06-08"
"11000","http://pagode.hypotheses.org/","PAGODE","ANR Participation Animation Gouvernance et Durabilité dans les Ecoquartiers","2012-06-08"
"11013","http://sonore.hypotheses.org/","Le document sonore","","2012-06-08"
"10995","http://transcendantal.hypotheses.org/","Le réel et le transcendantal","Résonances problématiques de la philosophie se faisant","2012-06-08"
"10985","http://premiermardi.hypotheses.org/","PremierMardi","Le carnet de l'équipe de la bibliothèque Sainte-Barbe","2012-06-05"
"10973","http://archive20.hypotheses.org/","Archive 2.0","Social media im deutschsprachigen Archivwesen","2012-05-25"
"10957","http://drd.hypotheses.org/","De rebus diplomaticis","Carnet du GDR 3177 « Diplomatique »","2012-05-25"
"10946","http://ecrin.hypotheses.org/","Écrans et Inégalités (ECRIN)","Les « Arabes » dans les médias français de 1962 à nos jours","2012-05-25"
"10944","http://epops.hypotheses.org/","EPoPs","Réseau de Psychologie Politique Sociétale","2012-05-25"
"10961","http://franceindia.hypotheses.org/","France-India","Programme franco-indien FMSH","2012-05-25"
"10967","http://lara.hypotheses.org/","LARA - Équipe Esthétique","Recherche, communication et information de l'équipe esthétique du Laboratoire de Recherche en Audiovisuel de l'Université de Toulouse II le Mirail","2012-05-25"
"10964","http://niroland.hypotheses.org/","Hypomnematon","Carnet virtuel de Nicolas Roland","2012-05-25"
"10941","http://philognose.hypotheses.org/","Philosophie et Gnosticisme dans l'Antiquité Tardive","","2012-05-25"
"10949","http://mediafantasy.hypotheses.org/","The Media Fantasy Blog","Technology, Imaginary, New Media","2012-05-25"
"10968","http://revistamidas.hypotheses.org/","Midas","Blog da revista Midas. Museus e estudos interdisciplinares","2012-05-25"
"10954","http://texturesdutemps.hypotheses.org/","Textures du temps","Études sur une histoire interrompue - Algérie contemporaine","2012-05-25"
"10852","http://casadelosblogs.hypotheses.org/","Casa de los blogs","Publicar su blog de investigación en Hypotheses","2012-05-16"
"10834","http://musmond.hypotheses.org/","Musmond","Mondialisation, musiques et danses : circulations, mutations, pouvoirs","2012-05-15"
"10796","http://academia.hypotheses.org/","Academia","Information sur l'emploi des enseignant-e-s chercheur-se-s en sciences humaines et sociales","2012-05-11"
"10765","http://alma.hypotheses.org/","ALMA","Archives, livres, manuscrits et autres supports de l'information","2012-05-11"
"10785","http://ccic.hypotheses.org/","Master CCIC","Création contemporaine et industries culturelles (Limoges)","2012-05-11"
"10780","http://contemporains.hypotheses.org/","Les Contemporains","Littérature, arts visuels, théorie","2012-05-11"
"10759","http://exil.hypotheses.org/","Exil","Les exilés italiens en Méditerranée au XIXe siècle","2012-05-11"
"10762","http://f2ds.hypotheses.org/","F2DS - Histoires de Géométries","Formalismes, Formes et Données Sensibles","2012-05-11"
"10792","http://games.hypotheses.org/","Computerspiel und Ästhetik","Ein Blog zum Thema Computerspiel und ästhetische Wahrnehmung","2012-05-11"
"10772","http://genreguerre.hypotheses.org/","Genre et Guerre","Recherche et actualités scientifiques autour du Genre et de la Guerre","2012-05-11"
"10788","http://gps.hypotheses.org/","Genre, politique et sexualités","","2012-05-11"
"10769","http://habest.hypotheses.org/","Habest","Habiter l'Est parisien d'hier à aujourd'hui","2012-05-11"
"10770","http://lieuxdeculte.hypotheses.org/","Lieux de culte","Lieux de culte : Rites, espaces et limites","2012-05-11"
"10790","http://passerelles.hypotheses.org/","Passerelles","Ressources et réflexion collective sur les questions science-société - Université de Lyon","2012-05-11"
"10777","http://reyser.hypotheses.org/","Deucalion et Noé","Mentalités et transferts culturels dans l'Antiquité grecque","2012-05-11"
"10791","http://ricode.hypotheses.org/","RICODE","Réseau de recherche interdisciplinaire ""colonisations et décolonisations""","2012-05-11"
"10685","http://atb.hypotheses.org/","Tourism and National Identity","The Case of Austria","2012-04-27"
"10704","http://attracvil.hypotheses.org/","AttracVil","Attractivité des villes petites et moyennes","2012-04-27"
"10726","http://bereschitrabba.hypotheses.org/","Bereschit Rabba lesen","","2012-04-27"
"10689","http://corpsetmedecine.hypotheses.org/","Corps et Médecine","Recherches en sciences humaines et sociales","2012-04-27"
"10693","http://docks.hypotheses.org/","Le carnet des Docks","Veille sur l'insertion, l'emploi et les qualifications","2012-04-27"
"10722","http://gecope.hypotheses.org/","Communautés portuaires-GECOPE","Gouverner et administrer des espaces potentiellement conflictuels","2012-04-27"
"10717","http://iesr.hypotheses.org/","Le carnet de l'IESR","L'enseignement des faits religieux","2012-04-27"
"10697","http://institutions.hypotheses.org/","On the Origin of Institutions","LABSTITUTION. Carnet de recherches sur les institutions","2012-04-27"
